msa,Covid_payment_mean,ownership_FEDERAL_mean,ownership_HOSPITAL DISTRICT OR AUTHORITY_mean,ownership_LOCAL_mean,ownership_OTHER (SPECIFY)_mean,ownership_PHYSICIAN OWNERSHIP_mean,ownership_PRIVATE (FOR PROFIT)_mean,ownership_PRIVATE (NOT FOR PROFIT)_mean,ownership_STATE_mean,ownership_TRIBAL_mean,urban_rural_URBAN_mean,teaching_YES_mean,beds_grp_100-199_mean,beds_grp_200-299_mean,beds_grp_300-399_mean,beds_grp_400-499_mean,beds_grp_500+_mean,Covid_payment_count,ownership_FEDERAL_count,ownership_HOSPITAL DISTRICT OR AUTHORITY_count,ownership_LOCAL_count,ownership_OTHER (SPECIFY)_count,ownership_PHYSICIAN OWNERSHIP_count,ownership_PRIVATE (FOR PROFIT)_count,ownership_PRIVATE (NOT FOR PROFIT)_count,ownership_STATE_count,ownership_TRIBAL_count,urban_rural_URBAN_count,teaching_YES_count,beds_grp_100-199_count,beds_grp_200-299_count,beds_grp_300-399_count,beds_grp_400-499_count,beds_grp_500+_count,Covid_payment_exists,ownership_FEDERAL_exists,ownership_HOSPITAL DISTRICT OR AUTHORITY_exists,ownership_LOCAL_exists,ownership_OTHER (SPECIFY)_exists,ownership_PHYSICIAN OWNERSHIP_exists,ownership_PRIVATE (FOR PROFIT)_exists,ownership_PRIVATE (NOT FOR PROFIT)_exists,ownership_STATE_exists,ownership_TRIBAL_exists,urban_rural_URBAN_exists,teaching_YES_exists,beds_grp_100-199_exists,beds_grp_200-299_exists,beds_grp_300-399_exists,beds_grp_400-499_exists,beds_grp_500+_exists,Covid_payment_median,ownership_FEDERAL_median,ownership_HOSPITAL DISTRICT OR AUTHORITY_median,ownership_LOCAL_median,ownership_OTHER (SPECIFY)_median,ownership_PHYSICIAN OWNERSHIP_median,ownership_PRIVATE (FOR PROFIT)_median,ownership_PRIVATE (NOT FOR PROFIT)_median,ownership_STATE_median,ownership_TRIBAL_median,urban_rural_URBAN_median,teaching_YES_median,beds_grp_100-199_median,beds_grp_200-299_median,beds_grp_300-399_median,beds_grp_400-499_median,beds_grp_500+_median,Covid_payment_mode,ownership_FEDERAL_mode,ownership_HOSPITAL DISTRICT OR AUTHORITY_mode,ownership_LOCAL_mode,ownership_OTHER (SPECIFY)_mode,ownership_PHYSICIAN OWNERSHIP_mode,ownership_PRIVATE (FOR PROFIT)_mode,ownership_PRIVATE (NOT FOR PROFIT)_mode,ownership_STATE_mode,ownership_TRIBAL_mode,urban_rural_URBAN_mode,teaching_YES_mode,beds_grp_100-199_mode,beds_grp_200-299_mode,beds_grp_300-399_mode,beds_grp_400-499_mode,beds_grp_500+_mode
35,763829.7872340425,0.0425531914893617,0.0,0.0425531914893617,0.3829787234042553,0.0,0.02127659574468085,0.2765957446808511,0.0,0.0,0.0,0.2765957446808511,0.0,0.02127659574468085,0.0,0.02127659574468085,0.0,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,17950000.0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,275000.0,0.0,0.06944444444444445,0.09722222222222222,0.375,0.0,0.041666666666666664,0.375,0.0,0.0,0.0,0.09722222222222222,0.2638888888888889,0.18055555555555555,0.013888888888888888,0.013888888888888888,0.013888888888888888,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,17950000.0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,110824.74226804124,0.020618556701030927,0.21649484536082475,0.21649484536082475,0.20618556701030927,0.010309278350515464,0.16494845360824742,0.13402061855670103,0.0,0.010309278350515464,0.0,0.09278350515463918,0.10309278350515463,0.0,0.010309278350515464,0.0,0.0,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,9550000.0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,345454.54545454547,0.0,0.5151515151515151,0.0,0.21212121212121213,0.0,0.030303030303030304,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.12121212121212122,0.0,0.0,0.0,0.0,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,6900000.0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.32653061224489793,0.0,0.10204081632653061,0.5714285714285714,0.0,0.0,0.0,0.1836734693877551,0.2857142857142857,0.04081632653061224,0.02040816326530612,0.0,0.0,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,0.0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.2,0.12,0.12,0.0,0.16,0.36,0.04,0.0,0.0,0.2,0.36,0.04,0.04,0.0,0.0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0.0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,261475.40983606558,0.09836065573770492,0.01639344262295082,0.11475409836065574,0.3442622950819672,0.03278688524590164,0.0,0.2786885245901639,0.0,0.0,0.0,0.13114754098360656,0.04918032786885246,0.0,0.0,0.0,0.0,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,15250000.0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.06153846153846154,0.15384615384615385,0.1076923076923077,0.03076923076923077,0.38461538461538464,0.15384615384615385,0.015384615384615385,0.0,0.0,0.12307692307692308,0.2,0.03076923076923077,0.0,0.0,0.0,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,0.0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,95962.78218487395,0.0,0.4369747899159664,0.07983193277310924,0.08403361344537816,0.004201680672268907,0.18487394957983194,0.17647058823529413,0.0,0.0,0.0,0.029411764705882353,0.07142857142857142,0.012605042016806723,0.004201680672268907,0.0,0.0,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,15339142.16,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.15789473684210525,0.15789473684210525,0.05263157894736842,0.0,0.15789473684210525,0.42105263157894735,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0.0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.5833333333333334,0.0,0.0,0.0,0.16666666666666666,0.25,0.0,0.08333333333333333,0.0,0.0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0.0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
49,355882.35294117645,0.0,0.0,0.0,0.23529411764705882,0.0,0.2647058823529412,0.4411764705882353,0.058823529411764705,0.0,0.0,0.20588235294117646,0.3235294117647059,0.11764705882352941,0.0,0.0,0.0,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,5600000.0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.8055555555555556,0.027777777777777776,0.05555555555555555,0.0,0.027777777777777776,0.05555555555555555,0.0,0.0,0.0,0.05555555555555555,0.08333333333333333,0.0,0.0,0.0,0.0,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,0.0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.2571428571428571,0.2,0.0,0.2571428571428571,0.22857142857142856,0.02857142857142857,0.0,0.0,0.22857142857142856,0.17142857142857143,0.11428571428571428,0.02857142857142857,0.0,0.0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,0.0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.015384615384615385,0.0,0.06153846153846154,0.24615384615384617,0.0,0.03076923076923077,0.5076923076923077,0.015384615384615385,0.0,0.0,0.15384615384615385,0.07692307692307693,0.0,0.0,0.0,0.015384615384615385,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,0.0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,681189.7219230769,0.0,0.46153846153846156,0.19230769230769232,0.15384615384615385,0.0,0.15384615384615385,0.038461538461538464,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,17710932.77,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10180,0.0,0.0,0.375,0.0,0.0,0.0,0.25,0.375,0.0,0.0,1.0,0.0,0.0,0.125,0.0,0.0,0.125,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10380,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.5,0.0,0.0,1.0,0.0,0.25,0.25,0.0,0.0,0.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10420,0.0,0.0,0.0,0.09090909090909091,0.2727272727272727,0.0,0.36363636363636365,0.2727272727272727,0.0,0.0,1.0,0.6363636363636364,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.0,0.2727272727272727,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0.0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
10500,11252273.685,0.0,0.25,0.0,0.25,0.0,0.5,0.0,0.0,0.0,1.0,0.25,0.0,0.25,0.0,0.0,0.25,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,43809094.74,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,600000.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0
10580,0.0,0.0,0.058823529411764705,0.0,0.11764705882352941,0.0,0.0,0.8235294117647058,0.0,0.0,1.0,0.23529411764705882,0.29411764705882354,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.058823529411764705,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0.0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10740,1531578.9473684211,0.05263157894736842,0.0,0.0,0.15789473684210525,0.0,0.47368421052631576,0.21052631578947367,0.10526315789473684,0.0,1.0,0.3684210526315789,0.15789473684210525,0.10526315789473684,0.0,0.0,0.10526315789473684,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,15550000.0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10780,1016666.6666666666,0.0,0.0,0.0,0.0,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.0,1.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9150000.0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10900,441176.4705882353,0.0,0.0,0.0,0.35294117647058826,0.0,0.23529411764705882,0.4117647058823529,0.0,0.0,1.0,0.5294117647058824,0.35294117647058826,0.11764705882352941,0.0,0.0,0.17647058823529413,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,7500000.0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
11020,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.0,1.0,0.25,0.25,0.0,0.25,0.0,0.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11100,887500.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.4166666666666667,0.4166666666666667,0.0,0.0,1.0,0.25,0.0,0.0,0.08333333333333333,0.16666666666666666,0.0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10650000.0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11180,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11244,138392.85714285713,0.0,0.0,0.05357142857142857,0.05357142857142857,0.0,0.6964285714285714,0.10714285714285714,0.03571428571428571,0.0,1.0,0.125,0.375,0.19642857142857142,0.03571428571428571,0.07142857142857142,0.03571428571428571,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,5350000.0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11260,0.0,0.1111111111111111,0.0,0.3333333333333333,0.2222222222222222,0.0,0.2222222222222222,0.0,0.0,0.0,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0.0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11460,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,1.0,0.5,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0.0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0
11500,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.2,0.0,0.0,1.0,0.2,0.4,0.0,0.2,0.0,0.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11540,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.6,0.0,0.0,1.0,0.2,0.2,0.0,0.2,0.0,0.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11640,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0
11700,961111.1111111111,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.3333333333333333,0.2222222222222222,0.0,1.0,0.3333333333333333,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8650000.0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
12020,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12060,2782372.929625,0.0,0.15,0.0,0.0875,0.0,0.4625,0.2625,0.0125,0.0,1.0,0.1625,0.25,0.05,0.075,0.0625,0.05,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,51224580.0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.25,0.0,0.25,0.0,0.25,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0
12220,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
